Date;JourDeLaSemaine;ZoneAnalyse;Age;CategorieVisiteurs;TypeDeVisite;TypeDeJour;Volume
2017-06-12;Lundi;Zone FIMU;>65;Resident;Excursionniste;Periode normale;3394
2017-06-12;Lundi;Zone FIMU;>65;Resident;Visiteur;Periode normale;4204
2017-06-12;Lundi;Zone FIMU;>65;Touriste Français;Excursionniste;Periode normale;8350
2017-06-12;Lundi;Zone FIMU;>65;Touriste Français;Visiteur;Periode normale;3523
2017-06-13;Mardi;Zone FIMU;18-24;Resident;Excursionniste;Periode normale;2713
2017-06-13;Mardi;Zone FIMU;18-24;Resident;Visiteur;Periode normale;7310
2017-06-13;Mardi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode normale;5826
2017-06-13;Mardi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode normale;7289
2017-06-13;Mardi;Zone FIMU;25-34;Resident;Excursionniste;Periode normale;3181
2017-06-13;Mardi;Zone FIMU;25-34;Resident;Visiteur;Periode normale;6786
2017-06-13;Mardi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode normale;8576
2017-06-13;Mardi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode normale;2196
2017-06-13;Mardi;Zone FIMU;35-44;Resident;Excursionniste;Periode normale;731
2017-06-13;Mardi;Zone FIMU;35-44;Resident;Visiteur;Periode normale;2112
2017-06-13;Mardi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode normale;1721
2017-06-13;Mardi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode normale;9203
2017-06-13;Mardi;Zone FIMU;45-54;Resident;Excursionniste;Periode normale;2657
2017-06-13;Mardi;Zone FIMU;45-54;Resident;Visiteur;Periode normale;7121
2017-06-13;Mardi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode normale;4811
2017-06-13;Mardi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode normale;9261
2017-06-13;Mardi;Zone FIMU;55-64;Resident;Excursionniste;Periode normale;6180
2017-06-13;Mardi;Zone FIMU;55-64;Resident;Visiteur;Periode normale;2791
2017-06-13;Mardi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode normale;4184
2017-06-13;Mardi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode normale;1775
2017-06-13;Mardi;Zone FIMU;<18;Resident;Excursionniste;Periode normale;7142
2017-06-13;Mardi;Zone FIMU;<18;Resident;Visiteur;Periode normale;8503
2017-06-13;Mardi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode normale;7988
2017-06-13;Mardi;Zone FIMU;<18;Touriste Français;Visiteur;Periode normale;3030
2017-06-13;Mardi;Zone FIMU;>65;Resident;Excursionniste;Periode normale;768
2017-06-13;Mardi;Zone FIMU;>65;Resident;Visiteur;Periode normale;4590
2017-06-13;Mardi;Zone FIMU;>65;Touriste Français;Excursionniste;Periode normale;2594
2017-06-13;Mardi;Zone FIMU;>65;Touriste Français;Visiteur;Periode normale;6635
2017-06-14;Mercredi;Zone FIMU;18-24;Resident;Excursionniste;Periode normale;1686
2017-06-14;Mercredi;Zone FIMU;18-24;Resident;Visiteur;Periode normale;3969
2017-06-14;Mercredi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode normale;4809
2017-06-14;Mercredi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode normale;1753
2017-06-14;Mercredi;Zone FIMU;25-34;Resident;Excursionniste;Periode normale;7395
2017-06-14;Mercredi;Zone FIMU;25-34;Resident;Visiteur;Periode normale;4764
2017-06-14;Mercredi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode normale;8899
2017-06-14;Mercredi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode normale;2434
2017-06-14;Mercredi;Zone FIMU;35-44;Resident;Excursionniste;Periode normale;522
2017-06-14;Mercredi;Zone FIMU;35-44;Resident;Visiteur;Periode normale;7937
2017-06-14;Mercredi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode normale;3226
2017-06-14;Mercredi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode normale;6729
2017-06-14;Mercredi;Zone FIMU;45-54;Resident;Excursionniste;Periode normale;2232
2017-06-14;Mercredi;Zone FIMU;45-54;Resident;Visiteur;Periode normale;1909
2017-06-14;Mercredi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode normale;3231
2017-06-14;Mercredi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode normale;8620
2017-06-14;Mercredi;Zone FIMU;55-64;Resident;Excursionniste;Periode normale;9206
2017-06-14;Mercredi;Zone FIMU;55-64;Resident;Visiteur;Periode normale;4328
2017-06-14;Mercredi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode normale;8310
2017-06-14;Mercredi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode normale;3612
2017-06-14;Mercredi;Zone FIMU;<18;Resident;Excursionniste;Periode normale;8997
2017-06-14;Mercredi;Zone FIMU;<18;Resident;Visiteur;Periode normale;5841
2017-06-14;Mercredi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode normale;1026
2017-06-14;Mercredi;Zone FIMU;<18;Touriste Français;Visiteur;Periode normale;5835
2017-06-14;Mercredi;Zone FIMU;>65;Resident;Excursionniste;Periode normale;3308
2017-06-14;Mercredi;Zone FIMU;>65;Resident;Visiteur;Periode normale;7242
2017-06-14;Mercredi;Zone FIMU;>65;Touriste Français;Excursionniste;Periode normale;9406
2017-06-14;Mercredi;Zone FIMU;>65;Touriste Français;Visiteur;Periode normale;9563
2017-06-15;Jeudi;Zone FIMU;18-24;Resident;Excursionniste;Periode normale;6321
2017-06-15;Jeudi;Zone FIMU;18-24;Resident;Visiteur;Periode normale;6811
2017-06-15;Jeudi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode normale;8509
2017-06-15;Jeudi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode normale;5402
2017-06-15;Jeudi;Zone FIMU;25-34;Resident;Excursionniste;Periode normale;3789
2017-06-15;Jeudi;Zone FIMU;25-34;Resident;Visiteur;Periode normale;4895
2017-06-15;Jeudi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode normale;5427
2017-06-15;Jeudi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode normale;4195
2017-06-15;Jeudi;Zone FIMU;35-44;Resident;Excursionniste;Periode normale;446
2017-06-15;Jeudi;Zone FIMU;35-44;Resident;Visiteur;Periode normale;9765
2017-06-15;Jeudi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode normale;5248
2017-06-15;Jeudi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode normale;1829
2017-06-15;Jeudi;Zone FIMU;45-54;Resident;Excursionniste;Periode normale;1197
2017-06-15;Jeudi;Zone FIMU;45-54;Resident;Visiteur;Periode normale;3970
2017-06-15;Jeudi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode normale;5869
2017-06-15;Jeudi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode normale;3924
2017-06-15;Jeudi;Zone FIMU;55-64;Resident;Excursionniste;Periode normale;3492
2017-06-15;Jeudi;Zone FIMU;55-64;Resident;Visiteur;Periode normale;3977
2017-06-15;Jeudi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode normale;9396
2017-06-15;Jeudi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode normale;7400
2017-06-15;Jeudi;Zone FIMU;<18;Resident;Excursionniste;Periode normale;182
2017-06-15;Jeudi;Zone FIMU;<18;Resident;Visiteur;Periode normale;6212
2017-06-15;Jeudi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode normale;6591
2017-06-15;Jeudi;Zone FIMU;<18;Touriste Français;Visiteur;Periode normale;4987
2017-06-15;Jeudi;Zone FIMU;>65;Resident;Excursionniste;Periode normale;789
2017-06-15;Jeudi;Zone FIMU;>65;Resident;Visiteur;Periode normale;5901
2017-06-15;Jeudi;Zone FIMU;>65;Touriste Français;Excursionniste;Periode normale;3258
2017-06-15;Jeudi;Zone FIMU;>65;Touriste Français;Visiteur;Periode normale;9838
2017-06-16;Vendredi;Zone FIMU;18-24;Resident;Excursionniste;Periode normale;3658
2017-06-16;Vendredi;Zone FIMU;18-24;Resident;Visiteur;Periode normale;4736
2017-06-16;Vendredi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode normale;8313
2017-06-16;Vendredi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode normale;9682
2017-06-16;Vendredi;Zone FIMU;25-34;Resident;Excursionniste;Periode normale;6057
2017-06-16;Vendredi;Zone FIMU;25-34;Resident;Visiteur;Periode normale;3433
2017-06-16;Vendredi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode normale;1008
2017-06-16;Vendredi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode normale;5892
2017-06-16;Vendredi;Zone FIMU;35-44;Resident;Excursionniste;Periode normale;5031
2017-06-16;Vendredi;Zone FIMU;35-44;Resident;Visiteur;Periode normale;6641
2017-06-16;Vendredi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode normale;81
2017-06-16;Vendredi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode normale;7895
2017-06-16;Vendredi;Zone FIMU;45-54;Resident;Excursionniste;Periode normale;6645
2017-06-16;Vendredi;Zone FIMU;45-54;Resident;Visiteur;Periode normale;3100
2017-06-16;Vendredi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode normale;7254
2017-06-16;Vendredi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode normale;1714
2017-06-16;Vendredi;Zone FIMU;55-64;Resident;Excursionniste;Periode normale;5489
2017-06-16;Vendredi;Zone FIMU;55-64;Resident;Visiteur;Periode normale;6331
2017-06-16;Vendredi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode normale;6006
2017-06-16;Vendredi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode normale;6687
2017-06-16;Vendredi;Zone FIMU;<18;Resident;Excursionniste;Periode normale;3839
2017-06-16;Vendredi;Zone FIMU;<18;Resident;Visiteur;Periode normale;404
2017-06-16;Vendredi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode normale;9346
2017-06-16;Vendredi;Zone FIMU;<18;Touriste Français;Visiteur;Periode normale;8275
2017-06-16;Vendredi;Zone FIMU;>65;Resident;Excursionniste;Periode normale;1034
2017-06-16;Vendredi;Zone FIMU;>65;Resident;Visiteur;Periode normale;670
2017-06-16;Vendredi;Zone FIMU;>65;Touriste Français;Excursionniste;Periode normale;3042
2017-06-16;Vendredi;Zone FIMU;>65;Touriste Français;Visiteur;Periode normale;9981
2017-06-17;Samedi;Zone FIMU;18-24;Resident;Excursionniste;Periode normale;1851
2017-06-17;Samedi;Zone FIMU;18-24;Resident;Visiteur;Periode normale;7049
2017-06-17;Samedi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode normale;4375
2017-06-17;Samedi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode normale;4631
2017-06-17;Samedi;Zone FIMU;25-34;Resident;Excursionniste;Periode normale;5885
2017-06-17;Samedi;Zone FIMU;25-34;Resident;Visiteur;Periode normale;3784
2017-06-17;Samedi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode normale;7323
2017-06-17;Samedi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode normale;7015
2017-06-17;Samedi;Zone FIMU;35-44;Resident;Excursionniste;Periode normale;5956
2017-06-17;Samedi;Zone FIMU;35-44;Resident;Visiteur;Periode normale;6988
2017-06-17;Samedi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode normale;2244
2017-06-17;Samedi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode normale;5523
2017-06-17;Samedi;Zone FIMU;45-54;Resident;Excursionniste;Periode normale;2781
2017-06-17;Samedi;Zone FIMU;45-54;Resident;Visiteur;Periode normale;3191
2017-06-17;Samedi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode normale;9331
2017-06-17;Samedi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode normale;6216
2017-06-17;Samedi;Zone FIMU;55-64;Resident;Excursionniste;Periode normale;9770
2017-06-17;Samedi;Zone FIMU;55-64;Resident;Visiteur;Periode normale;1054
2017-06-17;Samedi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode normale;8535
2017-06-17;Samedi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode normale;46
2017-06-17;Samedi;Zone FIMU;<18;Resident;Excursionniste;Periode normale;1015
2017-06-17;Samedi;Zone FIMU;<18;Resident;Visiteur;Periode normale;1729
2017-06-17;Samedi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode normale;407
2017-06-17;Samedi;Zone FIMU;<18;Touriste Français;Visiteur;Periode normale;7072
2017-06-17;Samedi;Zone FIMU;>65;Resident;Excursionniste;Periode normale;2504
2017-06-17;Samedi;Zone FIMU;>65;Resident;Visiteur;Periode normale;6080
2017-06-17;Samedi;Zone FIMU;>65;Touriste Français;Excursionniste;Periode normale;1438
2017-06-17;Samedi;Zone FIMU;>65;Touriste Français;Visiteur;Periode normale;3072
2017-06-18;Dimanche;Zone FIMU;18-24;Resident;Excursionniste;Periode normale;3753
2017-06-18;Dimanche;Zone FIMU;18-24;Resident;Visiteur;Periode normale;8455
2017-06-18;Dimanche;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode normale;160
2017-06-18;Dimanche;Zone FIMU;18-24;Touriste Français;Visiteur;Periode normale;9538
2017-06-18;Dimanche;Zone FIMU;25-34;Resident;Excursionniste;Periode normale;513
2017-06-18;Dimanche;Zone FIMU;25-34;Resident;Visiteur;Periode normale;4135
2017-06-18;Dimanche;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode normale;202
2017-06-18;Dimanche;Zone FIMU;25-34;Touriste Français;Visiteur;Periode normale;4005
2017-06-18;Dimanche;Zone FIMU;35-44;Resident;Excursionniste;Periode normale;5928
2017-06-18;Dimanche;Zone FIMU;35-44;Resident;Visiteur;Periode normale;8114
2017-06-18;Dimanche;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode normale;9147
2017-06-18;Dimanche;Zone FIMU;35-44;Touriste Français;Visiteur;Periode normale;4953
2017-06-18;Dimanche;Zone FIMU;45-54;Resident;Excursionniste;Periode normale;128
2017-06-18;Dimanche;Zone FIMU;45-54;Resident;Visiteur;Periode normale;6984
2017-06-18;Dimanche;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode normale;7811
2017-06-18;Dimanche;Zone FIMU;45-54;Touriste Français;Visiteur;Periode normale;9234
2017-06-18;Dimanche;Zone FIMU;55-64;Resident;Excursionniste;Periode normale;4703
2017-06-18;Dimanche;Zone FIMU;55-64;Resident;Visiteur;Periode normale;6812
2017-06-18;Dimanche;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode normale;1912
2017-06-18;Dimanche;Zone FIMU;55-64;Touriste Français;Visiteur;Periode normale;5740
2017-06-18;Dimanche;Zone FIMU;<18;Resident;Excursionniste;Periode normale;5097
2017-06-18;Dimanche;Zone FIMU;<18;Resident;Visiteur;Periode normale;6060
2017-06-18;Dimanche;Zone FIMU;<18;Touriste Français;Excursionniste;Periode normale;7580
2017-06-18;Dimanche;Zone FIMU;<18;Touriste Français;Visiteur;Periode normale;2377
2017-06-18;Dimanche;Zone FIMU;>65;Resident;Excursionniste;Periode normale;449
2017-06-18;Dimanche;Zone FIMU;>65;Resident;Visiteur;Periode normale;3492
2017-06-18;Dimanche;Zone FIMU;>65;Touriste Français;Excursionniste;Periode normale;2106
2017-06-18;Dimanche;Zone FIMU;>65;Touriste Français;Visiteur;Periode normale;4804
2017-06-19;Lundi;Zone FIMU;18-24;Resident;Excursionniste;Periode normale;5723
2017-06-19;Lundi;Zone FIMU;18-24;Resident;Visiteur;Periode normale;5483
2017-06-19;Lundi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode normale;3757
2017-06-19;Lundi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode normale;9890
2017-06-19;Lundi;Zone FIMU;25-34;Resident;Excursionniste;Periode normale;2817
2017-06-19;Lundi;Zone FIMU;25-34;Resident;Visiteur;Periode normale;456
2017-06-19;Lundi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode normale;8007
2017-06-19;Lundi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode normale;2845
2017-06-19;Lundi;Zone FIMU;35-44;Resident;Excursionniste;Periode normale;3211
2017-06-19;Lundi;Zone FIMU;35-44;Resident;Visiteur;Periode normale;3742
2017-06-19;Lundi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode normale;3891
2017-06-19;Lundi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode normale;8810
2017-06-19;Lundi;Zone FIMU;45-54;Resident;Excursionniste;Periode normale;3582
2017-06-19;Lundi;Zone FIMU;45-54;Resident;Visiteur;Periode normale;8564
2017-06-19;Lundi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode normale;8083
2017-06-19;Lundi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode normale;4447
2017-06-19;Lundi;Zone FIMU;55-64;Resident;Excursionniste;Periode normale;4557
2017-06-19;Lundi;Zone FIMU;55-64;Resident;Visiteur;Periode normale;6931
2017-06-19;Lundi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode normale;8202
2017-06-19;Lundi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode normale;322
2017-06-19;Lundi;Zone FIMU;<18;Resident;Excursionniste;Periode normale;8348
2017-06-19;Lundi;Zone FIMU;<18;Resident;Visiteur;Periode normale;9565
2017-06-19;Lundi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode normale;3872
2017-06-19;Lundi;Zone FIMU;<18;Touriste Français;Visiteur;Periode normale;7320
2017-06-19;Lundi;Zone FIMU;>65;Resident;Excursionniste;Periode normale;9291
2017-06-19;Lundi;Zone FIMU;>65;Resident;Visiteur;Periode normale;7833
2017-06-19;Lundi;Zone FIMU;>65;Touriste Français;Excursionniste;Periode normale;2675
2017-06-19;Lundi;Zone FIMU;>65;Touriste Français;Visiteur;Periode normale;7959
2017-06-20;Mardi;Zone FIMU;18-24;Resident;Excursionniste;Periode normale;9063
2017-06-20;Mardi;Zone FIMU;18-24;Resident;Visiteur;Periode normale;6966
2017-06-20;Mardi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode normale;4784
2017-06-20;Mardi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode normale;408
2017-06-20;Mardi;Zone FIMU;25-34;Resident;Excursionniste;Periode normale;5120
2017-06-20;Mardi;Zone FIMU;25-34;Resident;Visiteur;Periode normale;4143
2017-06-20;Mardi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode normale;9789
2017-06-20;Mardi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode normale;2114
2017-06-20;Mardi;Zone FIMU;35-44;Resident;Excursionniste;Periode normale;1109
2017-06-20;Mardi;Zone FIMU;35-44;Resident;Visiteur;Periode normale;1546
2017-06-20;Mardi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode normale;7929
2017-06-20;Mardi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode normale;6218
2017-06-20;Mardi;Zone FIMU;45-54;Resident;Excursionniste;Periode normale;4798
2017-06-20;Mardi;Zone FIMU;45-54;Resident;Visiteur;Periode normale;7046
2017-06-20;Mardi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode normale;7040
2017-06-20;Mardi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode normale;1161
2017-06-20;Mardi;Zone FIMU;55-64;Resident;Excursionniste;Periode normale;9166
2017-06-20;Mardi;Zone FIMU;55-64;Resident;Visiteur;Periode normale;483
2017-06-20;Mardi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode normale;4092
2017-06-20;Mardi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode normale;2315
2017-06-20;Mardi;Zone FIMU;<18;Resident;Excursionniste;Periode normale;8305
2017-06-20;Mardi;Zone FIMU;<18;Resident;Visiteur;Periode normale;8169
2017-06-20;Mardi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode normale;7366
2017-06-20;Mardi;Zone FIMU;<18;Touriste Français;Visiteur;Periode normale;4900
2017-06-20;Mardi;Zone FIMU;>65;Resident;Excursionniste;Periode normale;6844
2017-06-20;Mardi;Zone FIMU;>65;Resident;Visiteur;Periode normale;7798
2017-06-20;Mardi;Zone FIMU;>65;Touriste Français;Excursionniste;Periode normale;6184
2017-06-20;Mardi;Zone FIMU;>65;Touriste Français;Visiteur;Periode normale;4384
2017-06-21;Mercredi;Zone FIMU;18-24;Resident;Excursionniste;Periode normale;2380
2017-06-21;Mercredi;Zone FIMU;18-24;Resident;Visiteur;Periode normale;2250
2017-06-21;Mercredi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode normale;6899
2017-06-21;Mercredi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode normale;7934
2017-06-21;Mercredi;Zone FIMU;25-34;Resident;Excursionniste;Periode normale;6572
2017-06-21;Mercredi;Zone FIMU;25-34;Resident;Visiteur;Periode normale;1244
2017-06-21;Mercredi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode normale;2871
2017-06-21;Mercredi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode normale;9228
2017-06-21;Mercredi;Zone FIMU;35-44;Resident;Excursionniste;Periode normale;6769
2017-06-21;Mercredi;Zone FIMU;35-44;Resident;Visiteur;Periode normale;4858
2017-06-21;Mercredi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode normale;7615
2017-06-21;Mercredi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode normale;8015
2017-06-21;Mercredi;Zone FIMU;45-54;Resident;Excursionniste;Periode normale;544
2017-06-21;Mercredi;Zone FIMU;45-54;Resident;Visiteur;Periode normale;6289
2017-06-21;Mercredi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode normale;778
2017-06-21;Mercredi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode normale;5406
2017-06-21;Mercredi;Zone FIMU;55-64;Resident;Excursionniste;Periode normale;9367
2017-06-21;Mercredi;Zone FIMU;55-64;Resident;Visiteur;Periode normale;6516
2017-06-21;Mercredi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode normale;3925
2017-06-21;Mercredi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode normale;1812
2017-06-21;Mercredi;Zone FIMU;<18;Resident;Excursionniste;Periode normale;4981
2017-06-21;Mercredi;Zone FIMU;<18;Resident;Visiteur;Periode normale;737
2017-06-21;Mercredi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode normale;7078
2017-06-21;Mercredi;Zone FIMU;<18;Touriste Français;Visiteur;Periode normale;4931
2017-06-21;Mercredi;Zone FIMU;>65;Resident;Excursionniste;Periode normale;2308
2017-06-21;Mercredi;Zone FIMU;>65;Resident;Visiteur;Periode normale;4639
2017-06-21;Mercredi;Zone FIMU;>65;Touriste Français;Excursionniste;Periode normale;9180
2017-06-21;Mercredi;Zone FIMU;>65;Touriste Français;Visiteur;Periode normale;7152
2017-06-22;Jeudi;Zone FIMU;18-24;Resident;Excursionniste;Periode normale;824
2017-06-22;Jeudi;Zone FIMU;18-24;Resident;Visiteur;Periode normale;1096
2017-06-22;Jeudi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode normale;7977
2017-06-22;Jeudi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode normale;70
2017-06-22;Jeudi;Zone FIMU;25-34;Resident;Excursionniste;Periode normale;320
2017-06-22;Jeudi;Zone FIMU;25-34;Resident;Visiteur;Periode normale;7763
2017-06-22;Jeudi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode normale;5336
2017-06-22;Jeudi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode normale;7958
2017-06-22;Jeudi;Zone FIMU;35-44;Resident;Excursionniste;Periode normale;9490
2017-06-22;Jeudi;Zone FIMU;35-44;Resident;Visiteur;Periode normale;7279
2017-06-22;Jeudi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode normale;3101
2017-06-22;Jeudi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode normale;5729
2017-06-22;Jeudi;Zone FIMU;45-54;Resident;Excursionniste;Periode normale;4156
2017-06-22;Jeudi;Zone FIMU;45-54;Resident;Visiteur;Periode normale;5380
2017-06-22;Jeudi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode normale;1131
2017-06-22;Jeudi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode normale;3809
2017-06-22;Jeudi;Zone FIMU;55-64;Resident;Excursionniste;Periode normale;4491
2017-06-22;Jeudi;Zone FIMU;55-64;Resident;Visiteur;Periode normale;5808
2017-06-22;Jeudi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode normale;4381
2017-06-22;Jeudi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode normale;109
2017-06-22;Jeudi;Zone FIMU;<18;Resident;Excursionniste;Periode normale;3467
2017-06-22;Jeudi;Zone FIMU;<18;Resident;Visiteur;Periode normale;673
2017-06-22;Jeudi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode normale;9029
2017-06-22;Jeudi;Zone FIMU;<18;Touriste Français;Visiteur;Periode normale;3682
2017-06-22;Jeudi;Zone FIMU;>65;Resident;Excursionniste;Periode normale;2143
2017-06-22;Jeudi;Zone FIMU;>65;Resident;Visiteur;Periode normale;1559
2017-06-22;Jeudi;Zone FIMU;>65;Touriste Français;Excursionniste;Periode normale;6094
2017-06-22;Jeudi;Zone FIMU;>65;Touriste Français;Visiteur;Periode normale;36
2017-06-23;Vendredi;Zone FIMU;18-24;Resident;Excursionniste;Periode normale;8448
2017-06-23;Vendredi;Zone FIMU;18-24;Resident;Visiteur;Periode normale;6257
2017-06-23;Vendredi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode normale;7868
2017-06-23;Vendredi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode normale;3110
2017-06-23;Vendredi;Zone FIMU;25-34;Resident;Excursionniste;Periode normale;7836
2017-06-23;Vendredi;Zone FIMU;25-34;Resident;Visiteur;Periode normale;7743
2017-06-23;Vendredi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode normale;6915
2017-06-23;Vendredi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode normale;3140
2017-06-23;Vendredi;Zone FIMU;35-44;Resident;Excursionniste;Periode normale;2786
2017-06-23;Vendredi;Zone FIMU;35-44;Resident;Visiteur;Periode normale;7891
2017-06-23;Vendredi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode normale;8487
2017-06-23;Vendredi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode normale;9684
2017-06-23;Vendredi;Zone FIMU;45-54;Resident;Excursionniste;Periode normale;7888
2017-06-23;Vendredi;Zone FIMU;45-54;Resident;Visiteur;Periode normale;4459
2017-06-23;Vendredi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode normale;6736
2017-06-23;Vendredi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode normale;2752
2017-06-23;Vendredi;Zone FIMU;55-64;Resident;Excursionniste;Periode normale;8999
2017-06-23;Vendredi;Zone FIMU;55-64;Resident;Visiteur;Periode normale;1798
2017-06-23;Vendredi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode normale;4948
2017-06-23;Vendredi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode normale;5339
2017-06-23;Vendredi;Zone FIMU;<18;Resident;Excursionniste;Periode normale;1015
2017-06-23;Vendredi;Zone FIMU;<18;Resident;Visiteur;Periode normale;7570
2017-06-23;Vendredi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode normale;8715
2017-06-23;Vendredi;Zone FIMU;<18;Touriste Français;Visiteur;Periode normale;9602
